Title,Directions,Quantity,Unit01,Ingredient01,Quantity02,Unit02,Ingredient02,Quantity03,Unit03,Ingredient03,Quantity04,Unit04,Ingredient04,Quantity05,Unit05,Ingredient05,Quantity06,Unit06,Ingredient06,Quantity07,Unit07,Ingredient07,Quantity08,Unit08,Ingredient08,Quantity09,Unit09,Ingredient09,Quantity10,Unit10,Ingredient10,Quantity11,Unit11,Ingredient11,Quantity12,Unit12,Ingredient12,Quantity13,Unit13,Ingredient13,Quantity14,Unit14,Ingredient14,Quantity15,Unit15,Ingredient15,Quantity16,Unit16,Ingredient16,Quantity17,Unit17,Ingredient17,Quantity18,Unit18,Ingredient18,Quantity19,Unit19,Ingredient19,Category,ingredients,tokenized_ingr,ingr_json
Albert's Chicken,Place chicken in casserole. Heat together remaining ingredients to make sauce. Pour sauce over chicken. Cook in electric skillet or 350 degree oven for about 1 hour.,2,nan,"chickens, cut in pieces",1,cup,dry sherry, 1/2,cup,butter,1,cup,"mushrooms, sliced",2,tbsp,lemon juice,1,large,"onion, minced",2,tbsp,parsley,nan,nan,salt and pepper,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"chickens, cut in pieces;dry sherry;butter;mushrooms, sliced;lemon juice;onion, minced;parsley;salt and pepper;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['chickens', ',', 'cut', 'in', 'pieces', ';', 'dry', 'sherry', ';', 'butter', ';', 'mushrooms', ',', 'sliced', ';', 'lemon', 'juice', ';', 'onion', ',', 'minced', ';', 'parsley', ';', 'salt', 'and', 'pepper', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
Avocado Chicken Melt,"Using a meat mallet and a hard surface, pound the chicken to 1/4 inch thickness. Mix together the cornstarch, cumin and garlic salt. Add the chicken 1 piece at a time, dredging to coat. Mix the egg and water in a small bowl. Put the cornmeal in another small bowl. Dip the chicken first in the egg wash and then in the cornmeal, turning to coat. Heat the oil in a large frying pan until hot. Add the chicken and cook for 2 minutes on each side. Remove the chicken to a shallow baking pan. Place avocado slices over the chicken and sprinkle cheese. Bake in a preheated 350 degree oven about 15 minutes, or until a fork can be inserted with ease and the cheese is melted. Top the cheese layer with the sour cream. Sprinkle with green onion and red pepper. Garnish with cherry tomatoes and parsley.",4,nan,"chicken breast halves, b1d and skinned",2,tbsp,cornstarch,1,tsp,ground cumin,1,tsp,garlic salt,1,nan,"egg, slightly bea10",1,tbsp,water, 1/3,cup,cornmeal,3,tbsp,oil,1,nan,"avocado, peeled and sliced",1 1/2,cups,"monteray jack cheese, shredded", 1/2,cup,sour cream, 1/4,cup,"green onion tops, sliced", 1/4,cup,"red pepper, chopped",nan,nan,cherry tomatoes,nan,nan,parsley sprigs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"chicken breast halves, b1d and skinned;cornstarch;ground cumin;garlic salt;egg, slightly bea10;water;cornmeal;oil;avocado, peeled and sliced;monteray jack cheese, shredded;sour cream;green onion tops, sliced;red pepper, chopped;cherry tomatoes;parsley sprigs;nan;nan;nan;nan","['chicken', 'breast', 'halves', ',', 'b1d', 'and', 'skinned', ';', 'cornstarch', ';', 'ground', 'cumin', ';', 'garlic', 'salt', ';', 'egg', ',', 'slightly', 'bea10', ';', 'water', ';', 'cornmeal', ';', 'oil', ';', 'avocado', ',', 'peeled', 'and', 'sliced', ';', 'monteray', 'jack', 'cheese', ',', 'shredded', ';', 'sour', 'cream', ';', 'green', 'onion', 'tops', ',', 'sliced', ';', 'red', 'pepper', ',', 'chopped', ';', 'cherry', 'tomatoes', ';', 'parsley', 'sprigs', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
Batter Fried Chicken,"Make better. Dip chicken, drain 5 to 10 minutes on rack. Fill dutch oven 1/3 full of oil, heat to 375 degrees. Cook chicken about 12 minutes. Drain on paper towels.",1,nan,"egg, slightly bea10",03-feb,cup,milk,1,tbsp,vegetable oil,1,cup,"flour, sifted",1 1/2,tsp,baking powder,2,tsp,seas1d salt, 1/4,tsp,pepper,1,small,"chicken, cut up",nan,nan,"oil, for cooking",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"egg, slightly bea10;milk;vegetable oil;flour, sifted;baking powder;seas1d salt;pepper;chicken, cut up;oil, for cooking;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['egg', ',', 'slightly', 'bea10', ';', 'milk', ';', 'vegetable', 'oil', ';', 'flour', ',', 'sifted', ';', 'baking', 'powder', ';', 'seas1d', 'salt', ';', 'pepper', ';', 'chicken', ',', 'cut', 'up', ';', 'oil', ',', 'for', 'cooking', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']","['milk', 'flour']"
Catalina Chicken Stir Fry,"Heat dressing, soy sauce and garlic powder in large skillet. Stir in chicken and completely cook, about 8 minutes. Add vegetables and cook, stirring until heated. Serve over cooked rice.", 3/4,cup,catalina french dressing, 1/4,cup,soy sauce, 1/2,tsp,garlic powder,1,pound,"b1less, skinless chicken breast, cubed",16,ounces,"any frozen mixed vegetable, thawed",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"catalina french dressing;soy sauce;garlic powder;b1less, skinless chicken breast, cubed;any frozen mixed vegetable, thawed;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['catalina', 'french', 'dressing', ';', 'soy', 'sauce', ';', 'garlic', 'powder', ';', 'b1less', ',', 'skinless', 'chicken', 'breast', ',', 'cubed', ';', 'any', 'frozen', 'mixed', 'vegetable', ',', 'thawed', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
Chicken Breasts Florentine,"Cook spinach as directed on package; squeeze to drain. Stir in butter; set aside. Place 1 chicken breast, half b1d side up, between 2 pieces of plastic wrap or waxed paper. Working from center, gently pound chicken with rolling pin or flat side of meat mallet until about 1/4 inch thick. Repeat with remaining chicken breast. In small bowl, combine bread crumbs and basil. Coat chicken breasts with crumb mixture. Heat oil over medium-high heat in large skillet. Cook chicken breasts 5 to 7 minutes on each side or until lightly browned and no longer pink. Reduce heat. Spoon cooked spinach evenly over each chicken breast half; sprinkle with cheese. Cover; cook until cheese is melted.",10,ounces,"leaf spinach, cut",3,tbsp,"butter, melted",2,whole,"skinless b1less chicken breasts, cut in 1/2", 1/3,cup,dry bread crumbs, 1/4,tsp,basil leaves,2,tbsp,oil,2,ounces,shredded mozzarella cheese,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"leaf spinach, cut;butter, melted;skinless b1less chicken breasts, cut in 1/2;dry bread crumbs;basil leaves;oil;shredded mozzarella cheese;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['leaf', 'spinach', ',', 'cut', ';', 'butter', ',', 'melted', ';', 'skinless', 'b1less', 'chicken', 'breasts', ',', 'cut', 'in', '1/2', ';', 'dry', 'bread', 'crumbs', ';', 'basil', 'leaves', ';', 'oil', ';', 'shredded', 'mozzarella', 'cheese', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
Chicken Cashew,"Skin, bone and cut chicken into bit-size pieces. Put chicken in a casserole and cook, covered, until opaque and tender. Stir several times during cooking. Add pea pods (break off ends and remove strings), onions and mushrooms; stir. Cook, covered for 2 minutes. Add bamboo shoots and water chestnuts.Mix chicken bouillon, soy sauce, cornstarch, sugar, pepper, salt. Add to chicken mixture. Stir. Cook covered until the sauce has thickened and the food is well heated. Stir in cashews. Serve with rice. Makes 6 servings.",3,nan,chicken breasts, 1/2,pound,"pea pods, fresh or frozen",1,cup,"mushrooms, sliced", 1/2,cup,"green onions, sliced",6,ounces,"bamboo shoots, drained", 1/2,cup,"water chestnuts, sliced",1,tsp,chicken boullion, 1/4,cup,soy sauce,2,tbsp,cornstarch, 1/2,tsp,sugar,nan,dash,pepper, 1/2,tsp,salt,2,ounces,cashews,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"chicken breasts;pea pods, fresh or frozen;mushrooms, sliced;green onions, sliced;bamboo shoots, drained;water chestnuts, sliced;chicken boullion;soy sauce;cornstarch;sugar;pepper;salt;cashews;nan;nan;nan;nan;nan;nan","['chicken', 'breasts', ';', 'pea', 'pods', ',', 'fresh', 'or', 'frozen', ';', 'mushrooms', ',', 'sliced', ';', 'green', 'onions', ',', 'sliced', ';', 'bamboo', 'shoots', ',', 'drained', ';', 'water', 'chestnuts', ',', 'sliced', ';', 'chicken', 'boullion', ';', 'soy', 'sauce', ';', 'cornstarch', ';', 'sugar', ';', 'pepper', ';', 'salt', ';', 'cashews', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",['sugar']
Chicken Lo Mein,"Marinate chicken in mixture of soy sauce, sherry, and cornstarch.Cook chicken in oil in a wok and remove when d1.Cook green onions, mushrooms, pea pods, and pepper. Add the bouillon and stir in chicken.Serve over linguini",2,nan,"chicken breast, sliced and marinated",3,tbsp,soy sauce,1,tbsp,sherry,2,tbsp,cornstarch,2,nan,"green onion, sliced",6,nan,mushrooms,14,pounds,pea pods,1,large,"red pepper, chopped", 1/2,cup,chicken boullion,nan,nan,linguini,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"chicken breast, sliced and marinated;soy sauce;sherry;cornstarch;green onion, sliced;mushrooms;pea pods;red pepper, chopped;chicken boullion;linguini;nan;nan;nan;nan;nan;nan;nan;nan;nan","['chicken', 'breast', ',', 'sliced', 'and', 'marinated', ';', 'soy', 'sauce', ';', 'sherry', ';', 'cornstarch', ';', 'green', 'onion', ',', 'sliced', ';', 'mushrooms', ';', 'pea', 'pods', ';', 'red', 'pepper', ',', 'chopped', ';', 'chicken', 'boullion', ';', 'linguini', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
Chicken Paprika,Mix first 8 ingredients in a bag and shake the chicken to coat. Brown the chicken in hot oil. Place in large baking dish. Saute the garlic in oil for 1 minute. Blend in remaining ingredients. Stir and heat. Pour over chicken. Bake uncovered for 1 hour at 325 degrees.,1,cup,flour,2 1/2,tsp,paprika, 1/2,tsp,cayenne, 1/4,tsp,ginger, 1/4,tsp,nutmeg,1,tsp,basil, 1/2,tsp,salt, 1/4,tsp,pepper,10,pieces,"chicken, skinned and b1d",4,tbsp,oil,1,clove,"garlic, large",2 1/2,cups,chicken broth,2,cups,sour cream,1,cup,dry sherry,2,tbsp,worchestershire sauce,nan,nan,mushrooms,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"flour;paprika;cayenne;ginger;nutmeg;basil;salt;pepper;chicken, skinned and b1d;oil;garlic, large;chicken broth;sour cream;dry sherry;worchestershire sauce;mushrooms;nan;nan;nan","['flour', ';', 'paprika', ';', 'cayenne', ';', 'ginger', ';', 'nutmeg', ';', 'basil', ';', 'salt', ';', 'pepper', ';', 'chicken', ',', 'skinned', 'and', 'b1d', ';', 'oil', ';', 'garlic', ',', 'large', ';', 'chicken', 'broth', ';', 'sour', 'cream', ';', 'dry', 'sherry', ';', 'worchestershire', 'sauce', ';', 'mushrooms', ';', 'nan', ';', 'nan', ';', 'nan']",['flour']
Chicken Schnitzel,"On a plate combine 4 tablespoons of flour with salt and pepper. On a second plate, combine bread crumbs, paprika and garlic powder.In a large skillet, heat the oil; dredge each cutlet in seas1d flour, dip in beaten egg, coat in bread crumbs, then place in a skillet. Quickly brown chicken for about 2 minutes on both sides. Remove chicken to plate and keep warm.In the same skillet, combine onion and apple and saute over medium heat until sof10ed, about 5 minutes. Sprinkle remaining flour over mixture and stir to combine. Gradually stir in broth and bring to boil, stirring constantly.To serve, spoon sauerkraut mixture on to center of serving plate and surround with chicken pieces; garnish chicken with lemon slices.", 1/3,cup,flour, 1/8,tsp,salt, 1/8,tsp,pepper, 1/3,cup,"bread crumbs, dried", 1/8,tsp,paprika, 1/3,tsp,garlic powder,3,tbsp,vegetable oil,4,nan,"chicken cutlets, pounded to 1/8 inch thick",2,nan,"eggs, lightly bea10",1,cup,onion,2,nan,"apples, cored, pared, thinly sliced",1 1/2,cups,chicken broth,4,cups,sauerkraut,4,tbsp,raisins,2,nan,"lemons, thinly sliced",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"flour;salt;pepper;bread crumbs, dried;paprika;garlic powder;vegetable oil;chicken cutlets, pounded to 1/8 inch thick;eggs, lightly bea10;onion;apples, cored, pared, thinly sliced;chicken broth;sauerkraut;raisins;lemons, thinly sliced;nan;nan;nan;nan","['flour', ';', 'salt', ';', 'pepper', ';', 'bread', 'crumbs', ',', 'dried', ';', 'paprika', ';', 'garlic', 'powder', ';', 'vegetable', 'oil', ';', 'chicken', 'cutlets', ',', 'pounded', 'to', '1/8', 'inch', 'thick', ';', 'eggs', ',', 'lightly', 'bea10', ';', 'onion', ';', 'apples', ',', 'cored', ',', 'pared', ',', 'thinly', 'sliced', ';', 'chicken', 'broth', ';', 'sauerkraut', ';', 'raisins', ';', 'lemons', ',', 'thinly', 'sliced', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']","['flour', 'eggs', 'apples']"
Chicken with Artichoke,"Dip chicken in flour, brown in oil. Place in baking dish. Put mushrooms and artichokes over chicken. Make sauce in skillet drippings with wine and onion. Pour over chicken. Cover with foil. Bake for 45 minutes at 350 degrees. Serve with rice.",2,nan,"chicken breast, split",4,nan,chicken thighs,nan,nan,butter,nan,nan,flour,nan,nan,salt and pepper,nan,nan,"mushrooms, sliced",1,can,artichokes,1,tbsp,"onion, grated",1,cup,white sauterne wine,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"chicken breast, split;chicken thighs;butter;flour;salt and pepper;mushrooms, sliced;artichokes;onion, grated;white sauterne wine;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['chicken', 'breast', ',', 'split', ';', 'chicken', 'thighs', ';', 'butter', ';', 'flour', ';', 'salt', 'and', 'pepper', ';', 'mushrooms', ',', 'sliced', ';', 'artichokes', ';', 'onion', ',', 'grated', ';', 'white', 'sauterne', 'wine', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",['flour']
Coq au Vin,"Cook pork, stirring until crisp and well browned. Lift out, set aside. Brown chicken parts, set aside. Stir in wine, broth and mustard. Add meat and chicken. Cover and simmer 35 to 40 minutes. Add cornstarch.",1,nan,chicken, 1/3,pound,"pork shoulder steak, cut into 1/2 inch cubes",8,small,boiling onions, 1/2,pound,mushrooms,1 3/4,cups,chicken broth,1,cups,dry red wine,2,tbsp,dijon mustard,1,tsp,cornstarch and water,2,tbsp,"parsely, chopped",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"chicken;pork shoulder steak, cut into 1/2 inch cubes;boiling onions;mushrooms;chicken broth;dry red wine;dijon mustard;cornstarch and water;parsely, chopped;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['chicken', ';', 'pork', 'shoulder', 'steak', ',', 'cut', 'into', '1/2', 'inch', 'cubes', ';', 'boiling', 'onions', ';', 'mushrooms', ';', 'chicken', 'broth', ';', 'dry', 'red', 'wine', ';', 'dijon', 'mustard', ';', 'cornstarch', 'and', 'water', ';', 'parsely', ',', 'chopped', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
Creamy Chicken Broccoli with Rice,Heat salad dressing in a large skillet. Add chicken and completely cook for about 8 minutes. Stir in broccoli and cook until heated. Add Velveeta and stir until thoroughly melted. Serve over rice., 1/2,cups,miracle whip,1,pound,"b1less, skinless chicken breast, cubed",2,cups,"broccoli, chopped", 1/2,pound,Velveeta,nan,nan,rice,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"miracle whip;b1less, skinless chicken breast, cubed;broccoli, chopped;Velveeta;rice;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['miracle', 'whip', ';', 'b1less', ',', 'skinless', 'chicken', 'breast', ',', 'cubed', ';', 'broccoli', ',', 'chopped', ';', 'Velveeta', ';', 'rice', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
In a Hurry Chicken Curry,"Cut chicken into 1 inch cubes. Heat 2 tablespoons of oil over medium-high heat in a large skillet or wok. Add chicken and saute, stirring for about 5 minutes. Remove to side dish. Place remaining tablespoon of oil in the skillet and cook white onion, garlic and green onion until 10der. Stir in curry, ginger and cornstarch. Slowly add chicken broth; stir until smooth. Add broccoli, apple, raisins and cooked chicken. Cover and simmer for 10 minutes. Serve on a bed of rice and garnish with chopped peanuts. Makes 4 servings.",1,pound,skinless b1less chicken breasts,3,tbsp,vegetable oil, 1/2,cup,"white onions, chopped",2,cloves,"garlic, minced", 1/4,cup,"green onions, sliced",2,tsp,curry powder,1,tsp,powdered sugar,2,tbsp,cornstarch,1 1/2,cups,chicken broth, 1/2,pound,"broccoli florets, bite size pieces",1,large,"cooking apple, cored and chopped", 1/2,cup,raisins, 1/4,cup,chopped peanuts,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"skinless b1less chicken breasts;vegetable oil;white onions, chopped;garlic, minced;green onions, sliced;curry powder;powdered sugar;cornstarch;chicken broth;broccoli florets, bite size pieces;cooking apple, cored and chopped;raisins;chopped peanuts;nan;nan;nan;nan;nan;nan","['skinless', 'b1less', 'chicken', 'breasts', ';', 'vegetable', 'oil', ';', 'white', 'onions', ',', 'chopped', ';', 'garlic', ',', 'minced', ';', 'green', 'onions', ',', 'sliced', ';', 'curry', 'powder', ';', 'powdered', 'sugar', ';', 'cornstarch', ';', 'chicken', 'broth', ';', 'broccoli', 'florets', ',', 'bite', 'size', 'pieces', ';', 'cooking', 'apple', ',', 'cored', 'and', 'chopped', ';', 'raisins', ';', 'chopped', 'peanuts', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",['sugar']
Jack Zucchini Chicken,"Preheat oven to 350 degrees. Shred zucchini through the large holes of a grater, then squeeze it firmly, a handful at a time to extract much of the juice. Toss the zucchini with the green onion and set aside. Stir together the flour, chili powder and 1 teaspoon of salt and set aside.",3,medium,zucchini,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,zucchini;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan,"['zucchini', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
Zucchini Chicken,"Heat the butter in a skillet over moderate heat. Toss the chicken breasts in the flour mixture, shaking them so the excess falls off, then cook in butter for about 3 to 4 minutes on each side, until lightly browned. Arrange the chicken in a single layer in a buttered casserole and cover each with a mound of the zucchini mixture. Sprinkle lightly with salt and pepper and cover with slices of cheese. Bake uncovered for about 20 minutes, until the cheese is lightly browned and the chicken is cooked through.", 1/4,cup,"green onions, chopped", 1/4,cup,flour,1,tbsp,chili powder,3,tbsp,butter,4,nan,"chicken breast halves, b1d and skinned",nan,nan,freshly ground pepper, 1/4,pound,jack cheese,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"green onions, chopped;flour;chili powder;butter;chicken breast halves, b1d and skinned;freshly ground pepper;jack cheese;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['green', 'onions', ',', 'chopped', ';', 'flour', ';', 'chili', 'powder', ';', 'butter', ';', 'chicken', 'breast', 'halves', ',', 'b1d', 'and', 'skinned', ';', 'freshly', 'ground', 'pepper', ';', 'jack', 'cheese', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",['flour']
Maryland Fried Chicken,"Shake chicken with flour, salt and pepper in a plastic bag until thoroughly coated. Reserve 1 tablespoon of the flour mixture.Pour enough oil into a large deep skillet to make a half inch depth. Heat to 375 degrees on a deep-fat frying thermometer or until a cube of bread turns golden in about 6ty seconds.Carefully place a single layer of chicken pieces in hot oil; do not crowd pan. Cover and fry for 5 minutes. Uncover and fry until underside is a rich golden brown. Turn pieces, cover and fry for 5 more minutes. Uncover and fry until golden brown. Remove from skillet and drain on paper towels. Repeat with remaining chicken. Pour off oil from skillet. Return 2 tablespoons of oil to the skillet. Add water. Return all chicken to the skillet, skin side up. Cover and cook over low heat for 20 minutes or until chicken is 10der. Remove to serving platter and keep warm. Pour off fat from skillet.Melt butter in skillet. Sprinkle reserved 1 tablespoon seas1d flour over butter and cook for 1 minute. Add milk, stirring and scrapping up brown bits. Cook, stirring constantly until thickened. Spoon some of the gravy over chicken and pour remainder into a gravy boat and serve separately.",3.5,pound,"broiler chicken, cut up", 1/2,cup,all-purpose flour, 1/2,tsp,salt, 1/4,tsp,pepper,nan,nan,vegetable oil, 1/4,cup,water,1,tbsp,butter,1,cup,milk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"broiler chicken, cut up;all-purpose flour;salt;pepper;vegetable oil;water;butter;milk;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['broiler', 'chicken', ',', 'cut', 'up', ';', 'all-purpose', 'flour', ';', 'salt', ';', 'pepper', ';', 'vegetable', 'oil', ';', 'water', ';', 'butter', ';', 'milk', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']","['flour', 'milk']"
